Steps, Average Reward
2.1422634638203397, -1.6564723122939213
2.1947571891797306, -1.6563410779805228
2.2144149957075436, -1.6687919334642043
2.247196233575205, -1.6812099803695322
2.266936061548892, -1.6561606307996009
2.286566527594748, -1.6811115546344837
2.3062516746045194, -1.6810623417669586
2.3390602529541384, -1.6809803203210851
2.3784578874556392, -1.6683818262348336
2.398197715429327, -1.643332476664897
2.4245265995548966, -1.6057666544545839
2.450746121752634, -1.6182011056490886
2.4704039282804473, -1.6306519611327701
2.490171096736093, -1.5931025432116321
2.50329452807594, -1.593069734633282
2.522952334603754, -1.6055205901169618
2.5294046883458456, -1.655504459232608
2.542555460167651, -1.6429715823030513
2.5885421508210347, -1.617856615576418
2.6016655821608823, -1.617823806998068
2.6212960482067373, -1.6427747308329543
2.6606116612623643, -1.6676764418003156
2.6868858644240174, -1.6551107562924123
2.7197217832555944, -1.6425286664953322
2.732899895559359, -1.6174957212145724
2.74596864593529, -1.642463049338632
2.7590647367931798, -1.6549303091114886
2.7984350308127226, -1.6548318833764402
2.824709233974376, -1.6422661978685351
2.8444764024300215, -1.6047167799473954
2.8575451528059537, -1.629684108071455
2.8640795279939186, -1.6421677721334849
2.8903537311555727, -1.6296020866255816
2.916627934317226, -1.6170364011176783
2.9363404218089557, -1.6044871198989483
2.9691490001585747, -1.6044050984530749
2.98877946620443, -1.6293560222879595
3.0085466346600755, -1.5918066043668215
3.0348208378217287, -1.5792409188589165
3.0544786443495417, -1.591691774342598
3.080643485583364, -1.6291263622395125
3.093848938369085, -1.5915933486075495
3.126739538164578, -1.5540111221080597
3.139835629022468, -1.5664783818809145
3.1528770389164418, -1.603945778356179
3.165973129774331, -1.6164130381290356
3.192247332935984, -1.6038473526211305
3.205425445239748, -1.5788144073403707
3.225083251767562, -1.591265262824054
3.2381246616615353, -1.6287326592993168
3.264344183859272, -1.6411671104938215
3.297234783654766, -1.6035848839943334
3.3169746116284533, -1.5785355344244003
3.3301527239322173, -1.5535025891436405
3.369550358433718, -1.5409040950573871
3.389317526889363, -1.5033546771362474
3.4155097086051422, -1.5282891966819587
3.435222196096873, -1.5157399154632287
3.474592490116416, -1.5156414897281802
3.4942776371261863, -1.5155922768606551
3.5204424783600072, -1.5530268647575713
3.546552638629913, -1.6154615893568955
3.5533330781555006, -1.5154446382580815
3.5927033721750443, -1.515346212523033
3.6189502348547395, -1.5152805953663346
3.638635381864511, -1.5152313824988095
3.664882244544206, -1.5151657653421093
3.6844853701081033, -1.5526167575282006
3.7042798790457065, -1.502567271255856
3.743677513547208, -1.4899687771696026
3.7700063976727773, -1.4524029549592896
3.7896095232366753, -1.489853947145379
3.8158017049524546, -1.5147884666910887
3.861761055123879, -1.5021735683156603
3.8684321327216353, -1.4521568906216675
3.8881172797314068, -1.4521076777541424
3.901213370589296, -1.4645749375269972
3.9142547804832692, -1.5020423340022617
3.9405289836449238, -1.4894766484943585
3.979871937182508, -1.5018782911105149
3.9995570841922787, -1.5018290782429897
4.032420343505816, -1.4767469200947065
4.058694546667468, -1.4641812345868015
4.0653109433013075, -1.4391646935952167
4.091557805981003, -1.4390990764385183
4.111242952990775, -1.4390498635709932
4.130982780964462, -1.44400051400106
4.144051531340393, -1.4389678421251197
4.170298394020088, -1.4389022249684214
4.203106972369708, -1.4388202035225461
4.242477266389251, -1.4387217777874977
4.262135072917065, -1.4511726332711774
4.288327254632845, -1.4561071528168888
4.321108492500505, -1.4585251997222202
4.353917070850125, -1.458443178276345
4.3867529896817015, -1.4458610884792667
4.419588908513278, -1.4532789986821884
4.465493577720787, -1.455664237009168
4.491685759436566, -1.4505987565548793
4.517959962598221, -1.448033071046976
4.5507958814297975, -1.445450981249896
4.596727891119263, -1.4453361512256724
4.6361255256207645, -1.442737657139419
4.6622903668545845, -1.4301722450363335
4.6950989452042045, -1.44009022359046
4.714784092213977, -1.430041010722935
4.75415438623352, -1.4399425849878865
4.780401248913215, -1.439876967831188
4.813209827262833, -1.4397949463853129
4.846018405612453, -1.4597129249394394
4.865812914550057, -1.4496634386670948
4.911635562311691, -1.4495488820476908
4.954731653169582, -1.4320161418205473
4.9975675720011585, -1.4494340520234672
5.0035816031364995, -1.441819016945629
5.050061297360549, -1.4493028177100687
5.073184728700397, -1.4492700091317204
5.115076088561288, -1.4465402807320667
5.1347338950891, -1.4489911362157482
5.180693245260526, -1.4363762378403198
5.2003510517883385, -1.4388270933239995
5.220036198798111, -1.4287778804564762
5.263132289656002, -1.431245140229331
5.29594086800562, -1.4311631187834558
5.348776786837198, -1.4585810289863775
5.38505098999885, -1.4560153434784742
5.415076088561288, -1.4565402807320667
5.455076088561288, -1.4565402807320667
5.495076088561288, -1.4565402807320667
5.5347338950891, -1.4489911362157482
5.570693245260526, -1.4463762378403198
5.5903510517883385, -1.4488270933239995
5.620036198798111, -1.4487778804564762
5.633132289656002, -1.441245140229331
5.66594086800562, -1.4411631187834558
5.698776786837198, -1.4385810289863775
5.72505098999885, -1.4560153434784742
5.7581744213386995, -1.445982534900124
5.815076088561288, -1.4465402807320667
5.8347338950891, -1.4489911362157482
5.8693245260526, -1.4463762378403198
5.9003510517883385, -1.4488270933239995
5.920036198798111, -1.4487778804564762
5.953132289656002, -1.431245140229331
5.96594086800562, -1.4311631187834558
5.998776786837198, -1.4385810289863775
6.02505098999885, -1.4260153434784742
6.1381744213386995, -1.435982534900124
6.180693245260526, -1.4363762378403198
6.2003510517883385, -1.4388270933239995
6.220036198798111, -1.4287778804564762
6.263132289656002, -1.431245140229331
6.29594086800562, -1.4311631187834558
6.348776786837198, -1.4585810289863775
6.38505098999885, -1.4560153434784742
6.415076088561288, -1.4565402807320667
6.455076088561288, -1.4565402807320667
6.495076088561288, -1.4565402807320667
6.5347338950891, -1.4489911362157482
6.570693245260526, -1.4463762378403198
6.5903510517883385, -1.4488270933239995
6.620036198798111, -1.4487778804564762
6.633132289656002, -1.441245140229331
6.66594086800562, -1.4411631187834558
6.698776786837198, -1.4385810289863775
6.72505098999885, -1.4560153434784742
6.7581744213386995, -1.445982534900124
6.815076088561288, -1.4465402807320667
6.8347338950891, -1.4489911362157482
6.8693245260526, -1.4463762378403198
6.9003510517883385, -1.4488270933239995
6.920036198798111, -1.4487778804564762
6.953132289656002, -1.431245140229331
6.96594086800562, -1.4311631187834558
6.998776786837198, -1.4385810289863775
7.02505098999885, -1.4260153434784742
7.1381744213386995, -1.435982534900124


